source_type,country,country_code,region,region_code,second_tier_authority,local_authority,local_authority_code,calendar_year,la_ghg_sector,la_ghg_sub_sector,greenhouse_gas,territorial_emissions_kt_co2e,scope_of_influence_kt_co2,mid_year_population_thousands,area_km2,source_url,source_lines,matching_method,needs_manual_review
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Agriculture,Agriculture 'Other',N2O,0.025949642,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L96,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Agriculture,Agriculture Soils,CO2,0.808193422,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L97,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Agriculture,Agriculture Soils,N2O,5.343430696,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L98,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial Electricity,CO2,102.6148771,102.6148771,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L99,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial Electricity,CH4,3.247411781,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L100,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial Electricity,N2O,0.414014958,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L101,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial Gas,CO2,14.14229509,14.14229509,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L102,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial Gas,CH4,0.446634632,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L103,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial Gas,N2O,0.0144,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L104,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial 'Other',CO2,2.30030235,2.30030235,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L105,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial 'Other',CH4,0.0263,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L106,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Commercial,Commercial 'Other',N2O,0.00774,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L107,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic Electricity,CO2,80.80871017,80.80871017,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L108,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic Electricity,CH4,2.557320778,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L109,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic Electricity,N2O,0.32603474,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L110,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic Gas,CO2,132.0099189,132.0099189,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L111,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic Gas,CH4,4.169068828,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L112,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic Gas,N2O,0.134361771,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L113,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic 'Other',CO2,7.530863405,7.530863405,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L114,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic 'Other',CH4,0.799127215,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L115,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Domestic,Domestic 'Other',N2O,0.0876,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L116,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Industry,Industry Electricity,CO2,83.1677488,83.1677488,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L117,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Industry,Industry Electricity,CH4,2.631976325,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L118,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Industry,Industry Electricity,N2O,0.335552632,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L119,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Industry,Industry Gas,CO2,40.47958978,40.47958978,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L120,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Industry,Industry Gas,CH4,1.278405421,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L121,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Industry,Industry Gas,N2O,0.0412,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L122,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Public Sector,Public Sector Electricity,CO2,18.62990162,18.62990162,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L142,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Public Sector,Public Sector Electricity,CH4,0.58957301,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L143,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Public Sector,Public Sector Electricity,N2O,0.0752,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L144,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Public Sector,Public Sector Gas,CO2,16.09053251,16.09053251,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L145,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Public Sector,Public Sector Gas,CH4,0.508162857,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L146,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Public Sector,Public Sector Gas,N2O,0.0164,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L147,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Transport,Road Transport (A roads),CO2,77.30707949,77.30707949,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L154,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Transport,Road Transport (A roads),CH4,0.539134076,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L155,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Transport,Road Transport (A roads),N2O,0.621885632,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L156,official_preview_expanded_trial_row,true
official_govuk_csv_preview,England,E92000001,North East,E12000001,Hartlepool,Hartlepool,E06000001,2005,Waste,Landfill,CH4,116.930008,0,90.457,98.3466,https://www.gov.uk/csv-preview/68653c7ee6c3cc924228943f/2005-23-uk-local-authority-ghg-emissions-CSV-dataset.csv,L163,official_preview_expanded_trial_row,true
