"path","extension","size_bytes","last_write_time","score","hit_terms"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T232235Z.json",".json","7359033","26.04.2026 02:22:35","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T231538Z.json",".json","7359033","26.04.2026 02:15:38","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T230758Z.json",".json","7359033","26.04.2026 02:07:59","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_10000_2026-04-26.csv",".csv","3996669","26.04.2026 02:07:06","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_3500_2026-04-26.csv",".csv","3961758","26.04.2026 02:07:04","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_2026-04-26.csv",".csv","3927226","26.04.2026 00:48:18","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round6_merge_2026-04-25.csv",".csv","3916318","25.04.2026 14:54:11","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round5_merge_2026-04-25.csv",".csv","3859517","25.04.2026 14:39:26","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round4_merge_2026-04-25.csv",".csv","3839670","25.04.2026 14:23:26","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round3_merge_2026-04-25.csv",".csv","3818617","25.04.2026 03:58:13","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round2_merge_2026-04-25.csv",".csv","3802030","25.04.2026 03:28:25","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_merge_2026-04-25.csv",".csv","3794615","25.04.2026 02:26:50","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_autorounds_2026-04-25.csv",".csv","3723499","24.04.2026 15:08:02","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_round2_preview.csv",".csv","3714184","24.04.2026 14:58:35","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round2_2026-04-24.csv",".csv","3707967","24.04.2026 12:10:16","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions.csv",".csv","461980","24.04.2026 11:56:24","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.backup.csv",".csv","3689902","24.04.2026 11:39:10","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23.csv",".csv","4194206","24.04.2026 00:23:18","3","shop;commercial;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_market_input.csv",".csv","78471","19.04.2026 03:39:53","3","retail;shop;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\cost12_gap_fix_20260524\COST12_GAP_FIX_INPUT.yaml",".yaml","1658","24.05.2026 15:06:02","2","retail;supplier quote"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round8_2026-04-25\market_suggestions.csv",".csv","172230","25.04.2026 15:35:37","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round7_2026-04-25\market_unresolved.csv",".csv","2125514","25.04.2026 15:30:04","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round7_2026-04-25\market_suggestions.csv",".csv","174104","25.04.2026 15:29:52","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_low_threshold_review_candidates_2026-04-25_round6.csv",".csv","13925","25.04.2026 15:19:00","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round6_2026-04-25\market_unresolved.csv",".csv","2138478","25.04.2026 15:08:50","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round6_2026-04-25\market_suggestions.csv",".csv","176160","25.04.2026 15:08:31","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round5_2026-04-25\market_unresolved.csv",".csv","2149110","25.04.2026 14:53:52","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round5_2026-04-25\market_matched_only.csv",".csv","314554","25.04.2026 14:53:52","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round5_2026-04-25\market_suggestions.csv",".csv","226426","25.04.2026 14:53:33","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round4_2026-04-25\market_unresolved.csv",".csv","2406530","25.04.2026 14:39:10","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round4_2026-04-25\market_suggestions.csv",".csv","243653","25.04.2026 14:38:48","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round3_2026-04-25\market_unresolved.csv",".csv","2496294","25.04.2026 14:23:04","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round3_2026-04-25\market_suggestions.csv",".csv","262441","25.04.2026 14:22:04","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round2_2026-04-25\market_suggestions.csv",".csv","287762","25.04.2026 03:48:11","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round2_2026-04-25\market_unresolved.csv",".csv","2591540","25.04.2026 03:48:11","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25_retry\market_suggestions.csv",".csv","288940","25.04.2026 03:16:37","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25_retry\market_unresolved.csv",".csv","2733003","25.04.2026 03:16:34","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25\market_suggestions.csv",".csv","288672","25.04.2026 02:55:33","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25\market_unresolved.csv",".csv","2735280","25.04.2026 02:55:33","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr54_r750.csv",".csv","300112","25.04.2026 02:26:50","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr56_r600.csv",".csv","312971","25.04.2026 02:18:47","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr58_r520.csv",".csv","326407","25.04.2026 02:09:34","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr60_r450.csv",".csv","341423","25.04.2026 01:59:57","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr62_r380.csv",".csv","358764","25.04.2026 01:51:22","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr64_r320.csv",".csv","374594","25.04.2026 01:32:37","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr66_r260.csv",".csv","390661","25.04.2026 01:20:56","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr68_r220.csv",".csv","403995","25.04.2026 01:05:31","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr70_r180.csv",".csv","408703","25.04.2026 00:53:09","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_round2_preview_suggestions.csv",".csv","431484","24.04.2026 14:58:34","2","shop;QS"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_filled_20260423.csv",".csv","1334294","23.04.2026 01:50:45","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_20260423.csv",".csv","852239","23.04.2026 01:46:44","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_polygon_provenance_20260423.csv",".csv","92050","23.04.2026 01:38:58","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260423.csv",".csv","799281","23.04.2026 01:26:53","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260422.csv",".csv","799281","23.04.2026 01:26:24","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_unresolved.csv",".csv","42830","20.04.2026 23:25:29","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_matched_only.csv",".csv","41771","20.04.2026 23:25:29","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_round2_remaining.csv",".csv","42830","20.04.2026 23:25:09","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_remaining.csv",".csv","51853","20.04.2026 14:46:33","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_unresolved_suggestions.csv",".csv","18177","20.04.2026 14:22:58","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_batch.csv",".csv","71492","19.04.2026 12:37:42","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_suggestions_1000m.csv",".csv","14568","19.04.2026 10:43:19","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_suggestions.csv",".csv","14467","19.04.2026 10:29:47","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input.csv",".csv","40787","17.04.2026 20:17:14","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\osm_facilities\20260416T194508Z.json",".json","5952","16.04.2026 22:45:08","2","retail;shop"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\osm_facilities\20260416T193439Z.json",".json","5952","16.04.2026 22:34:39","2","retail;shop"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\osm_facilities\20260416T193205Z.json",".json","5952","16.04.2026 22:32:05","2","retail;shop"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\manual_public_listing_expansion.csv",".csv","18246","15.04.2026 13:25:51","2","shop;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\building_facilities_scoring_ui_design.md",".md","7372","14.04.2026 22:05:25","2","retail;commercial"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\building_facilities_db_design.md",".md","8138","14.04.2026 22:03:13","2","retail;commercial"
