parcel_id,source_listing_id,listing_url,local_authority,postcode_area,centroid_lon,centroid_lat,geometry_source,geometry_confidence,dem_source,dem_product,dem_resolution_m,dem_vertical_datum,elevation_centroid_m_asl,elevation_mean_m_asl,elevation_min_m_asl,elevation_max_m_asl,elevation_std_m,sampling_method,sample_count,coverage_ratio_pct,source_url,source_tile_or_bbox,source_date_or_release,processing_run_id,processed_at_utc,qa_status,evidence_grade,notes
candidate_source_11,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\market_listing_plan_polygons_2026-04-26.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_12,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\matching_quality_summary.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_13,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\exact_london_sale_ready_matches.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_14,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\data_state_rescue_20260502_155648\exact_sale_ready_matches.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_15,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\transactions_price_paid_all_106944.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_16,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\market_listing_full_3110_listing_polygons_2026-04-26.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_17,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_20260423.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_18,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260422.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_19,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260423.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_20,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_edges_20260422.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_21,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_edges_20260423.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_22,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\market_listing_full_3110_map_source_polygons_2026-04-26.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_23,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\transactions_price_paid_unmatched_106910.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_24,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\transactions_price_paid_parcel_matched_34.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_25,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\_handoff_extract\completed_tasks_timeline.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_26,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\market_listing_full_3110_polygon_relation_review_2026-04-26.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_27,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_filled_20260423.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_28,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\market_listings_sample.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_29,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\targets_authorities_for_unmatched.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_30,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\london_site_polygon_candidate_all20.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_31,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\ESTIMATED_CANDIDATE_sale_polygons_all164.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_32,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\exact_181_172_db_matches.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_33,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\data_state_rescue_20260502_155648\exact_london_matches.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_34,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\ENGLAND_ESTIMATED_CANDIDATE_sale_polygons_all.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_35,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\london_polygon_accuracy_diagnostic_candidates.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_36,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\london_public_polygon_candidate_review_first100.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_37,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\exports\london_polygon_postcode_authority_candidates_first20.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_38,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\endpoint_proof.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_39,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_034_safe_health_geometry_score_20260504_053905\safe_scorecard.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_40,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_use6_london_postgres_50step\demo\london_6color_demo_points.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_41,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_use6_london_postgres_50step\templates\parcel_use6_points_template.geojson,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_42,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\geometry_qa_field_manifest.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_43,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_031_geometry_boundary_uplift_20260504_044115\geometry_boundary_scorecard.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_44,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\geometry_evidence_work_queue.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_45,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183629\terrayield__081_scorecard.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_46,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183758\terrayield__081_scorecard.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_47,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_214019\terrayield__081_scorecard.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_48,unknown,unknown,unknown,unknown,unknown,unknown,C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__079_sales_parcel_evidence_5worker_safe__20260506_171049\terrayield__079_scorecard.csv,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_49,unknown,unknown,unknown,unknown,unknown,unknown,E:\AAYS_DATA\cost\handoff_ready\COST50_HANDOFF_SHA256_20260512.json,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
candidate_source_50,unknown,unknown,unknown,unknown,unknown,unknown,E:\AAYS_DATA\cost\handoff_ready\COST50_HANDOFF_INVENTORY_20260512.json,unknown,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_sampled_blocked,0,unknown,unknown,unknown,unknown,aays-112-parcel-elevation-evidence-export-20260519,2026-05-19T15:26:28Z,blocked,none,Actual elevation not generated; see blockers in result JSON/report. No fake elevation values written.
