"score","full_name","extension","size_bytes","hits","last_write_time_utc"
"12","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\hmlr_price_paid.py",".py","6236","source_url|source_name|source_record_id|source_updated_at","2026-03-30T08:16:57.1790286Z"
"12","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\homes_england_landhub.py",".py","8205","source_url|source_name|source_record_id|source_updated_at","2026-04-01T19:26:34.5079941Z"
"12","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\local_authority_brownfield.py",".py","7174","source_url|source_name|source_record_id|source_updated_at","2026-03-30T09:18:52.9610999Z"
"12","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\planned\planning_data_gov_uk.py",".py","8780","source_url|source_name|source_record_id|source_updated_at","2026-05-10T19:42:57.4174923Z"
"12","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\planning_data_brownfield.py",".py","7664","source_url|source_name|source_record_id|source_updated_at","2026-03-30T12:55:41.5970917Z"
"11","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\db\models.py",".py","66723","source_url|source_name|source_record_id|source_month|source_updated_at|inspire_id|parcel_ref|hmlr_inspire|parcels_inspire","2026-05-11T14:50:03.6252241Z"
"11","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\load_external_market_sales_evidence.py",".py","10845","source_url|source_name|source_record_id|source_updated_at|inspire_id|parcel_ref|parcels_inspire","2026-04-30T11:49:56.0820535Z"
"11","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\publish\parcel_signal_summary.py",".py","22886","source_url|source_name|source_record_id|source_updated_at","2026-04-26T10:15:17.2372820Z"
"11","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\base.py",".py","3073","source_url|source_name|source_updated_at","2026-03-30T01:56:16.2887941Z"
"11","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\planned\generic_official_pdf.py",".py","5640","source_url|source_name|source_record_id","2026-05-10T19:43:26.1827471Z"
"10","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sold_buildings_handoff.py",".py","55633","source_url|source_name|source_record_id|source_updated_at|inspire_id|parcel_ref","2026-04-26T08:55:02.2692268Z"
"10","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\manual_listing_exports.py",".py","3344","source_url|source_updated_at","2026-04-11T23:05:54.7661090Z"
"10","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\services\parcel_service.py",".py","75549","source_url|source_name|source_record_id|source_updated_at|inspire_id|parcel_ref|parcels_inspire","2026-05-13T21:53:03.7215089Z"
"10","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\next_stage_parcel_sales_checklist.md",".md","9578","source_url|source_name|source_updated_at|inspire_id|parcel_ref|hmlr_inspire|parcels_inspire","2026-04-10T14:33:59.6404411Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_market_polygon_verification_batch.py",".py","22532","source_url|source_name|source_record_id|inspire_id|parcel_ref","2026-04-29T07:10:08.0000000Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prepare_repo_manual_match_batch.py",".py","7499","inspire_id|parcel_ref|parcels_inspire","2026-04-18T17:02:42.2622430Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\rebuild_parcel_use_cache.py",".py","13459","parcel_ref|parcels_inspire","2026-04-28T16:50:44.2665786Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\rebuild_parcel_use_targeted_signal_scope.py",".py","14542","parcel_ref|parcels_inspire","2026-04-28T16:50:44.4379327Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\market\base.py",".py","311","source_name","2026-03-29T23:51:10.2708421Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\planned\adapters.py",".py","1712","source_name","2026-05-10T19:43:48.1678761Z"
"9","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\suggest_market_batch_matches.py",".py","18394","inspire_id|parcel_ref|parcels_inspire","2026-04-25T16:08:53.3629014Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__079_sales_parcel_evidence_5worker_safe__20260506_171049\slots\terrayield__079__slot_3_backend_models.md",".md","13763","public.parcels|parcel_ref|parcels_inspire","2026-05-06T14:10:51.3841452Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__080_source_confidence_5worker_safe__20260506_171721\slots\terrayield__080__slot_3_parcel_join_keys.md",".md","95663","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T14:17:38.5421883Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__080_source_confidence_5worker_safe__20260506_171756\slots\terrayield__080__slot_3_parcel_join_keys.md",".md","95663","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T14:17:58.0418875Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\apply_repo_manual_match_overrides.py",".py","3584","inspire_id|parcel_ref","2026-04-18T12:57:02.0279364Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\boost_parcel_use_from_facilities.py",".py","4610","parcels_inspire","2026-04-28T17:36:45.4742604Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_polygon_candidate_generator.py",".py","33068","source_url|inspire_id|parcel_ref|parcels_inspire","2026-04-29T11:09:02.6743182Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\split_market_batch_by_match_hints.py",".py","1566","inspire_id|parcel_ref","2026-04-19T08:43:27.2755087Z"
"8","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\schemas\parcel.py",".py","8436","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-13T15:21:36.8517448Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\scripts\contractor_match_to_parcels.py",".py","15974","source_url|source_name","2026-05-15T19:48:20.7059908Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\tests\test_parcel_matcher_source_confidence.py",".py","1403","source_url|parcel_ref","2026-05-15T19:48:20.7105742Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183629\slots\terrayield__081__slot_1_source_provenance.md",".md","111736","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T15:36:31.6365025Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183629\slots\terrayield__081__slot_3_spatial_match_keys.md",".md","112209","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T15:36:31.7221670Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183629\slots\terrayield__081__slot_5_validation_reports.md",".md","104758","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T15:36:31.8677289Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183758\slots\terrayield__081__slot_1_source_provenance.md",".md","111736","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T15:38:00.6627386Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183758\slots\terrayield__081__slot_3_spatial_match_keys.md",".md","112209","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T15:38:00.9142699Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_183758\slots\terrayield__081__slot_5_validation_reports.md",".md","104758","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T15:38:01.1077278Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_214019\slots\terrayield__081__slot_1_source_provenance.md",".md","111736","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T18:40:21.9237277Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_214019\slots\terrayield__081__slot_3_spatial_match_keys.md",".md","112209","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T18:40:22.6347799Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__081_deep_evidence_match_5worker_safe__20260506_214019\slots\terrayield__081__slot_5_validation_reports.md",".md","104758","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T18:40:21.8445831Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__082_coverage_precision_5worker_safe__20260506_214611\slots\terrayield__082__slot_2_match_precision.md",".md","119552","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T18:46:13.8496003Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_market_integration_package.py",".py","17248","inspire_id|parcel_ref|parcels_inspire","2026-04-26T08:55:33.8081677Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_market_polygon_provenance.py",".py","13415","inspire_id|parcel_ref|parcels_inspire","2026-04-26T08:49:38.6884706Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\find_deep_apply_db_matches.py",".py","5839","source_url","2026-04-30T11:38:58.5388153Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_polygon_srid_postcode_diagnostic.py",".py","18565","inspire_id|parcel_ref|parcels_inspire","2026-04-29T11:47:01.1715006Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_real_site_polygon_verifier.py",".py","27953","source_url|inspire_id|parcel_ref","2026-04-29T10:17:54.3501823Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_site_derived_polygon_miner.py",".py","29087","source_url|inspire_id|parcel_ref","2026-04-29T10:47:25.5092415Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prioritize_homes_england_authorities.py",".py","3506","source_name|source_record_id|parcels_inspire","2026-04-02T18:36:08.9751516Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\run_local_brownfield_low_disk.py",".py","11890","source_url|source_name|source_updated_at","2026-03-30T13:01:03.8562384Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\run_planning_brownfield_low_disk.py",".py","13280","source_url|source_name|source_updated_at","2026-03-30T13:00:43.4960129Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\services\admin_service.py",".py","24836","source_url|source_name|source_record_id|source_updated_at|inspire_id|parcel_ref|hmlr_inspire","2026-04-13T11:50:17.6304660Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\services\listing_service.py",".py","34542","source_url|source_name|source_record_id|source_updated_at|inspire_id|parcel_ref|parcels_inspire","2026-05-02T01:28:52.8674840Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\handoffs\uk_estate_agent_directory_legal\sql\estate_agent_scoring_and_matching.sql",".sql","9978","source_url|source_updated_at|inspire_id|parcel_ref|parcels_inspire","2026-05-11T12:38:39.0487195Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\handoffs\uk_estate_agent_directory_legal_v2\sql\estate_agent_scoring_and_matching.sql",".sql","9978","source_url|source_updated_at|inspire_id|parcel_ref|parcels_inspire","2026-05-11T12:38:39.0487195Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\ops\dual_runner\export_market_parcel_enriched_with_use.py",".py","18020","source_name|inspire_id|parcel_ref|parcels_inspire","2026-04-25T12:19:07.7034086Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\scripts\contractor_match_to_parcels.py",".py","15635","source_url|source_name","2026-05-12T12:43:46.3065980Z"
"7","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tests\test_parcel_matcher_source_confidence.py",".py","1377","source_url|parcel_ref","2026-05-14T21:40:36.0161447Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\app\services\source_service.py",".py","3692","source_url|source_name|source_updated_at|inspire_id|parcel_ref|hmlr_inspire","2026-05-15T19:48:20.6717071Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\no_restart_external_area_diagnose_20260503_021852\diagnose.md",".md","46675","public.parcels|source_name|source_record_id|inspire_id|parcel_ref|parcels_inspire","2026-05-02T23:19:24.8039214Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__map_listings.json",".json","2910341","source_url|source_name|source_updated_at|inspire_id|parcel_ref|east-devon-district-council","2026-05-02T16:16:49.3267365Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0002_parcel_ref_and_canonical_inspire_id.py",".py","2588","inspire_id|parcel_ref|parcels_inspire","2026-03-30T19:30:02.0718564Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0004_facilities_context_and_scenario_scoring.py",".py","14729","source_url|source_name|source_record_id|source_updated_at|parcel_ref|parcels_inspire","2026-04-14T22:01:45.6016723Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\backfill_listing_truth.py",".py","3789","source_url|source_name","2026-04-13T00:23:15.7841071Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_authority_subset_manifest.py",".py","6134","inspire_id|parcels_inspire","2026-04-21T07:27:30.9489507Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_local_brownfield_manifest_candidates.py",".py","4360","source_url|source_record_id","2026-03-30T09:21:20.2478798Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_all_sales_candidate_geometry_builder.py",".py","20703","source_url|source_record_id","2026-04-29T15:34:34.0000000Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_sales_source_discovery_and_geometry.py",".py","23434","source_url|source_record_id","2026-04-29T18:51:41.6134197Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\enrich_public_listing_addresses.py",".py","8343","inspire_id|parcel_ref","2026-04-21T00:12:20.3078441Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_polygon_accuracy_diagnostic.py",".py","15275","inspire_id|parcel_ref","2026-04-29T11:37:08.9502027Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\manifests.py",".py","8157","source_url|source_record_id","2026-03-30T10:19:59.9525343Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prepare_repo_market_feed.py",".py","3416","inspire_id|parcel_ref","2026-04-17T17:21:13.3745920Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prepare_repo_review_needed_candidates.py",".py","6678","inspire_id|parcel_ref","2026-04-19T07:32:43.5136350Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\services\source_service.py",".py","3692","source_url|source_name|source_updated_at|inspire_id|parcel_ref|hmlr_inspire","2026-05-14T22:39:32.1321251Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T230758Z.json",".json","7359033","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-25T23:07:59.0533468Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T231538Z.json",".json","7359033","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-25T23:15:38.5730988Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T232235Z.json",".json","7359033","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-25T23:22:35.3843143Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T233604Z.json",".json","7360918","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-25T23:36:04.5147679Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260426T092329Z.json",".json","11727557","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-26T09:23:29.9286056Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260426T093554Z.json",".json","11727557","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-26T09:35:54.9531821Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260430T102657Z.json",".json","11727557","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-30T10:26:57.7663664Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260430T103057Z.json",".json","11727557","source_url|source_updated_at|inspire_id|parcel_ref|east-devon-district-council|17103798","2026-04-30T10:30:58.2625582Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\parcel_first_non_deviation_guardrails.md",".md","2532","inspire_id|parcel_ref|parcels_inspire","2026-04-01T19:17:50.8122028Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\sql\parcel_use_rule_package.sql",".sql","12003","inspire_id|parcel_ref|parcels_inspire","2026-04-17T00:32:33.3488607Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tests\test_export_market_listing_parcel_package.py",".py","5294","source_url|inspire_id|parcel_ref","2026-04-22T22:26:05.0862544Z"
"6","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tests\test_parcel_sale_filters.py",".py","5281","source_name|source_record_id|source_updated_at","2026-04-11T23:43:51.1082566Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\openapi.json",".json","74393","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-02T14:21:56.7097859Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__map_sales-history_parcels.json",".json","132180","inspire_id|parcel_ref","2026-05-02T16:17:22.3851114Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__openapi.json.json",".json","74393","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-02T16:16:42.2473123Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_024_parallel_stability_sales_audit_20260504_025424\parallel_jobs\safety_danger_matches.json",".json","1881","inspire_id|parcel_ref|parcels_inspire","2026-05-03T23:55:17.8133594Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_024_parallel_stability_sales_audit_20260504_031303\parallel_jobs\safety_danger_matches.json",".json","2906","inspire_id|parcel_ref|parcels_inspire","2026-05-04T00:13:43.6509881Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\openapi.json",".json","172957","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-02T11:56:38.0219201Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__082_coverage_precision_5worker_safe__20260506_214611\slots\terrayield__082__slot_3_api_contracts.md",".md","120641","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-06T18:46:13.9017245Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\openapi.json",".json","74393","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-02T13:47:46.2092562Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\openapi.json",".json","74393","source_url|source_name|source_updated_at|inspire_id|parcel_ref","2026-05-02T13:21:02.5294724Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0003_listing_truth_and_government_property_finder.py",".py","8881","source_url|source_name|source_record_id|source_updated_at|parcel_ref","2026-04-11T23:19:16.7440487Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\parcels.py",".py","4460","inspire_id|parcel_ref","2026-04-30T15:18:05.5548936Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\bootstrap_homes_england_handoff.py",".py","4775","hmlr_inspire","2026-04-06T00:43:44.3740703Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\cli.py",".py","1843","source_name","2026-04-16T15:30:57.4587168Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_deep_sales_source_confidence_booster.py",".py","13278","source_url","2026-04-29T22:36:01.6867889Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_region_partitions.py",".py","3509","inspire_id","2026-04-28T15:20:38.4320531Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\estimated_candidate_geometry_builder.py",".py","11957","source_url","2026-04-29T15:07:26.0000000Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\final_3110_fail_closed_l4_pipeline.py",".py","33760","source_url","2026-05-07T01:37:08.1568756Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\full_autonomous_polygon_classifier.py",".py","13128","source_url","2026-04-29T17:48:40.2094329Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\import_final_sale_geometry_confidence_table.py",".py","12522","source_url","2026-04-30T11:56:06.2330699Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_autonomous_polygon_finalize.py",".py","14038","source_url","2026-04-29T17:02:53.3627532Z"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_deep_sales_source_confidence_booster.py",".py","17923","source_url","2026-04-29T19:24:11.1583923Z"
