"full_name","extension","size_bytes","last_write_time_utc","matched_needles"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0202__map_listings_q_London.txt",".txt","2910341","2026-05-02T13:48:34.7164701Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0203__map_listings_search_London.txt",".txt","2910341","2026-05-02T13:48:37.3400538Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0204__map_listings_town_London.txt",".txt","2910341","2026-05-02T13:48:39.7069093Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0205__map_listings_area_London.txt",".txt","2910341","2026-05-02T13:48:41.9938371Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0206__map_listings_limit_500.txt",".txt","2910341","2026-05-02T13:48:44.5031419Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0207__map_listings_top_500.txt",".txt","2910341","2026-05-02T13:48:47.0734666Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0208__map_listings_city_London_limit_500.txt",".txt","2910341","2026-05-02T13:48:49.4788480Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0209__map_listings_city_London_top_500.txt",".txt","2910341","2026-05-02T13:48:52.0711220Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0210__map_listings_city_London_status_sale_ready.txt",".txt","2910341","2026-05-02T13:48:54.4490218Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0211__map_listings_city_London_status_ready.txt",".txt","2910341","2026-05-02T13:48:56.7934709Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0212__map_listings_city_London_sale_ready_true.txt",".txt","2910341","2026-05-02T13:48:58.9808831Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0213__map_listings_city_London_ready_true.txt",".txt","2910341","2026-05-02T13:49:01.4035301Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0214__map_listings_city_London_review_low.txt",".txt","2910341","2026-05-02T13:49:03.7465953Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0215__map_listings_city_London_detail_light.txt",".txt","2910341","2026-05-02T13:49:06.1605194Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0216__map_listings_city_London_detail_full.txt",".txt","2910341","2026-05-02T13:49:08.4075336Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0253__map_parcels_.txt",".txt","5858446","2026-05-02T13:49:12.6042182Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0254__map_parcels_city_London.txt",".txt","5858446","2026-05-02T13:49:14.8392062Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0255__map_parcels_location_London.txt",".txt","5858446","2026-05-02T13:49:17.0567683Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0256__map_parcels_q_London.txt",".txt","5858446","2026-05-02T13:49:19.0623255Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0257__map_parcels_search_London.txt",".txt","5858446","2026-05-02T13:49:21.0418217Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0258__map_parcels_town_London.txt",".txt","5858446","2026-05-02T13:49:22.9645565Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0259__map_parcels_area_London.txt",".txt","5858446","2026-05-02T13:49:24.9651124Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0260__map_parcels_limit_500.txt",".txt","5858446","2026-05-02T13:49:27.0744184Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0261__map_parcels_top_500.txt",".txt","5858446","2026-05-02T13:49:29.7021939Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0262__map_parcels_city_London_limit_500.txt",".txt","5858446","2026-05-02T13:49:32.0152268Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0263__map_parcels_city_London_top_500.txt",".txt","5858446","2026-05-02T13:49:34.1989237Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0264__map_parcels_city_London_status_sale_ready.txt",".txt","5858446","2026-05-02T13:49:36.2191713Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0265__map_parcels_city_London_status_ready.txt",".txt","5858446","2026-05-02T13:49:38.4413321Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0266__map_parcels_city_London_sale_ready_true.txt",".txt","5858446","2026-05-02T13:49:40.8770525Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0267__map_parcels_city_London_ready_true.txt",".txt","5858446","2026-05-02T13:49:43.1305430Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0268__map_parcels_city_London_review_low.txt",".txt","5858446","2026-05-02T13:49:45.0308298Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0269__map_parcels_city_London_detail_light.txt",".txt","5858446","2026-05-02T13:49:47.4104753Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0270__map_parcels_city_London_detail_full.txt",".txt","5858446","2026-05-02T13:49:49.2075119Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0271__map_sales_history_combined_.txt",".txt","1398135","2026-05-02T13:49:51.7281332Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0272__map_sales_history_combined_city_London.txt",".txt","1398135","2026-05-02T13:49:53.2757409Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0273__map_sales_history_combined_location_London.txt",".txt","1398135","2026-05-02T13:49:54.6607126Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0274__map_sales_history_combined_q_London.txt",".txt","1398135","2026-05-02T13:49:57.3518345Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0275__map_sales_history_combined_search_London.txt",".txt","1398135","2026-05-02T13:49:58.8848403Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0276__map_sales_history_combined_town_London.txt",".txt","1398135","2026-05-02T13:49:59.7880406Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0277__map_sales_history_combined_area_London.txt",".txt","1398135","2026-05-02T13:50:00.6149901Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0278__map_sales_history_combined_limit_500.txt",".txt","1398135","2026-05-02T13:50:02.2781732Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0279__map_sales_history_combined_top_500.txt",".txt","1398135","2026-05-02T13:50:03.4033085Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0280__map_sales_history_combined_city_London_limit_500.txt",".txt","1398135","2026-05-02T13:50:04.3838407Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0281__map_sales_history_combined_city_London_top_500.txt",".txt","1398135","2026-05-02T13:50:05.3287174Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0282__map_sales_history_combined_city_London_status_sale_ready.txt",".txt","1398135","2026-05-02T13:50:06.5457886Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0283__map_sales_history_combined_city_London_status_ready.txt",".txt","1398135","2026-05-02T13:50:07.4862635Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0284__map_sales_history_combined_city_London_sale_ready_true.txt",".txt","1398135","2026-05-02T13:50:08.6445503Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0285__map_sales_history_combined_city_London_ready_true.txt",".txt","1398135","2026-05-02T13:50:09.5483347Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0286__map_sales_history_combined_city_London_review_low.txt",".txt","1398135","2026-05-02T13:50:10.6387965Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0287__map_sales_history_combined_city_London_detail_light.txt",".txt","1398135","2026-05-02T13:50:11.7588438Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0288__map_sales_history_combined_city_London_detail_full.txt",".txt","1398135","2026-05-02T13:50:12.5893901Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0289__map_sales_history_external_evidence_.txt",".txt","1368764","2026-05-02T13:50:13.7495925Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0290__map_sales_history_external_evidence_city_London.txt",".txt","1368764","2026-05-02T13:50:15.4680468Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0291__map_sales_history_external_evidence_location_London.txt",".txt","1368764","2026-05-02T13:50:16.9708514Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0292__map_sales_history_external_evidence_q_London.txt",".txt","1368764","2026-05-02T13:50:18.5777277Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0293__map_sales_history_external_evidence_search_London.txt",".txt","1368764","2026-05-02T13:50:19.9075517Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0294__map_sales_history_external_evidence_town_London.txt",".txt","1368764","2026-05-02T13:50:21.0665997Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0295__map_sales_history_external_evidence_area_London.txt",".txt","1368764","2026-05-02T13:50:22.1541549Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0296__map_sales_history_external_evidence_limit_500.txt",".txt","1368764","2026-05-02T13:50:23.2772519Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0297__map_sales_history_external_evidence_top_500.txt",".txt","1368764","2026-05-02T13:50:24.6380163Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0298__map_sales_history_external_evidence_city_London_limit_500.txt",".txt","1368764","2026-05-02T13:50:26.2654198Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0299__map_sales_history_external_evidence_city_London_top_500.txt",".txt","1368764","2026-05-02T13:50:27.4645878Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0300__map_sales_history_external_evidence_city_London_status_sale_ready.txt",".txt","1368764","2026-05-02T13:50:28.6877244Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0301__map_sales_history_external_evidence_city_London_status_ready.txt",".txt","1368764","2026-05-02T13:50:30.2628146Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0302__map_sales_history_external_evidence_city_London_sale_ready_true.txt",".txt","1368764","2026-05-02T13:50:32.6163872Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0303__map_sales_history_external_evidence_city_London_ready_true.txt",".txt","1368764","2026-05-02T13:50:33.7199080Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0304__map_sales_history_external_evidence_city_London_review_low.txt",".txt","1368764","2026-05-02T13:50:34.8125518Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0305__map_sales_history_external_evidence_city_London_detail_light.txt",".txt","1368764","2026-05-02T13:50:35.7867810Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0306__map_sales_history_external_evidence_city_London_detail_full.txt",".txt","1368764","2026-05-02T13:50:37.1037112Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0416__parcels_city_London.txt",".txt","1116835","2026-05-02T13:54:04.0642467Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0417__parcels_location_London.txt",".txt","1116835","2026-05-02T13:54:06.2734907Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0418__parcels_q_London.txt",".txt","1116835","2026-05-02T13:54:07.8878261Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0419__parcels_search_London.txt",".txt","1116835","2026-05-02T13:54:10.0675309Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0420__parcels_town_London.txt",".txt","1116835","2026-05-02T13:54:11.9528761Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0421__parcels_area_London.txt",".txt","1116835","2026-05-02T13:54:14.2329303Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0422__parcels_limit_500.txt",".txt","5842406","2026-05-02T13:54:23.7148064Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0423__parcels_top_500.txt",".txt","1116835","2026-05-02T13:54:27.8417924Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0424__parcels_city_London_limit_500.txt",".txt","5842406","2026-05-02T13:54:33.9786517Z","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0425__parcels_city_London_top_500.txt",".txt","1116835","2026-05-02T13:54:38.3844501Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0426__parcels_city_London_status_sale_ready.txt",".txt","1116835","2026-05-02T13:54:40.0399534Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0427__parcels_city_London_status_ready.txt",".txt","1116835","2026-05-02T13:54:42.1145838Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0428__parcels_city_London_sale_ready_true.txt",".txt","1116835","2026-05-02T13:54:44.0133256Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0429__parcels_city_London_ready_true.txt",".txt","1116835","2026-05-02T13:54:46.7747188Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0430__parcels_city_London_review_low.txt",".txt","1116835","2026-05-02T13:54:48.8959292Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0431__parcels_city_London_detail_light.txt",".txt","1116835","2026-05-02T13:54:52.4718312Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0432__parcels_city_London_detail_full.txt",".txt","1116835","2026-05-02T13:54:54.7499413Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\resp_0001__map_listings.txt",".txt","2910341","2026-05-02T13:21:08.5148085Z","east-devon-district-council|East Devon"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\resp_0002__map_listings_city_London.txt",".txt","2910341","2026-05-02T13:21:11.0518486Z","east-devon-district-council|East Devon"
