review_status,listing_id,provider_listing_id,title,ask_price_raw,price_gbp_numeric,site_area_m2,postcode,local_authority,address_text,latitude,longitude,matched_parcel_ref,matched_inspire_id,current_geometry_accuracy,current_geometry_accuracy_label,current_geometry_class,current_geometry_source,current_geometry_source_file,current_geometry_reason,listing_url,candidate_bbox_w_s_e_n,candidate_centroid_lon,candidate_centroid_lat,candidate_vertex_count,candidate_geometry_type,candidate_geometry_geojson,required_evidence_before_upgrade,upgrade_allowed_to,ai_review_instruction
needs_source_geometry_review,OTM-11653690,11653690,Land for sale,180000,180000,10466.142,BN24,Wealden,"Coast Road, Pevensey Bay, Pevensey, East Sussex, BN24",50.818579,0.368447,35197521,england:ashford-borough-council:35197521,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11653690/,"0.367647,50.818074,0.369247,50.819084",0.368447,50.818579,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.3677196798383529,50.818119495135804],[0.36917432016164714,50.818119495135804],[0.36917432016164714,50.819038504864196],[0.3677196798383529,50.819038504864196],[0.3677196798383529,50.818119495135804]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-11715094,11715094,Land for sale,275000,275000,187.0,PE11 3YR,South Holland,"Land at Millthorpe, Pointon",52.864211,-0.342751,34117183,england:peterborough-city-council:34117183,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11715094/,"-0.342814,52.864073,-0.342688,52.864349",-0.342751,52.864211,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.34280940377527247,52.86408029572404],[-0.3426925962247275,52.86408029572404],[-0.3426925962247275,52.86434170427596],[-0.34280940377527247,52.86434170427596],[-0.34280940377527247,52.86408029572404]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-11792219,11792219,Land for sale,80000,80000,627.479,PE12 9PN,South Holland,"Gedney Drove End, PE12 9PN",52.842736,0.168702,56121564,england:peterborough-city-council:56121564,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11792219/,"0.168516,52.842622,0.168888,52.842850",0.168702,52.842736,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.16851572435270662,52.84262348860972],[0.16888827564729336,52.84262348860972],[0.16888827564729336,52.84284851139029],[0.16851572435270662,52.84284851139029],[0.16851572435270662,52.84262348860972]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-11860816,11860816,Land for sale,174950,174950,1780.617,LN11 7HS,East Lindsey,Grainthorpe LN11 7HS,53.453873,0.083006,56628399,england:east-riding-of-yorkshire-council:56628399,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11860816/,"0.082656,53.453665,0.083356,53.454081",0.083006,53.453873,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.08268771046643703,53.45368346820995],[0.08332428953356297,53.45368346820995],[0.08332428953356297,53.45406253179005],[0.08268771046643703,53.45406253179005],[0.08268771046643703,53.45368346820995]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-11860840,11860840,Land for sale,174950,174950,1942.491,LN11 7HS,East Lindsey,"Grainthorpe, Lincolnshire Coast LN11 7HS",53.453873,0.083006,56628399,england:east-riding-of-yorkshire-council:56628399,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11860840/,"0.082646,53.453664,0.083366,53.454082",0.083006,53.453873,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.08267355744783034,53.45367504051545],[0.08333844255216966,53.45367504051545],[0.08333844255216966,53.454070959484554],[0.08267355744783034,53.454070959484554],[0.08267355744783034,53.45367504051545]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-11905361,11905361,Land for sale,34000,34000,134.0,DN36 4HB,North East Lincolnshire,"ST ANTONYS BANK, HUMBERSTON FITTIES",53.529376,0.010301,56628399,england:east-riding-of-yorkshire-council:56628399,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11905361/,"0.010247,53.529284,0.010355,53.529468",0.010301,53.529376,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.010250372662358618,53.5292861688825],[0.01035162733764138,53.5292861688825],[0.01035162733764138,53.5294658311175],[0.010250372662358618,53.5294658311175],[0.010250372662358618,53.5292861688825]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-11966753,11966753,Land for sale,250000,250000,89998.04,PE11 2RJ,South Holland,"Land with Full PP for 2 dwellings, Adj. 51 The Poplars, PE11 2RJ",52.776092,-0.157306,54648380,england:peterborough-city-council:54648380,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/11966753/,"-0.159612,52.774618,-0.155000,52.777566",-0.157306,52.776092,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.1595334459826532,52.77474454791001],[-0.1550785540173468,52.77474454791001],[-0.1550785540173468,52.777439452089986],[-0.1595334459826532,52.777439452089986],[-0.1595334459826532,52.77474454791001]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-12026022,12026022,Land for sale,175000,175000,11533.541,CM21,East Hertfordshire,"Adjacent To Pishiobury Park, Sawbridgeworth, Hertfordshire, CM21",51.797095,0.140159,56212993,england:chelmsford-city-council:56212993,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/12026022/,"0.139290,51.796622,0.141028,51.797568",0.140159,51.797095,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.13937903559854908,51.79661263238949],[0.14093896440145093,51.79661263238949],[0.14093896440145093,51.79757736761051],[0.13937903559854908,51.79757736761051],[0.13937903559854908,51.79661263238949]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-12301172,12301172,Plot for sale,1950000,1950000,1214.057,HP9,Buckinghamshire,"Grove Road, Beaconsfield, HP9",51.606529,-0.642457,48162850,england:dacorum-borough-council:48162850,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/12301172/,"-0.642701,51.606363,-0.642213,51.606695",-0.642457,51.606529,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.642708990318014,51.60637249927804],[-0.6422050096819859,51.60637249927804],[-0.6422050096819859,51.606685500721966],[-0.642708990318014,51.606685500721966],[-0.642708990318014,51.60637249927804]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-12528329,12528329,Plot for sale,600000,600000,202342.82,EX38,Torridge,"Land Off Hatchmoor Common Lane, Great Torrington, Devon, EX38",50.959005,-4.12745,15682792,england:mid-devon-district-council:15682792,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/12528329/,"-4.130660,50.956966,-4.124240,50.961044",-4.12745,50.959005,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-4.130657638774285,50.956984584433826],[-4.124242361225714,50.956984584433826],[-4.124242361225714,50.96102541556617],[-4.130657638774285,50.96102541556617],[-4.130657638774285,50.956984584433826]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-12587665,12587665,Land for sale,90000,90000,2428113.853,TN35 4HT,Rother,"Church Lane, Guestling, Hastings",50.896789,0.63941,36846555,england:ashford-borough-council:36846555,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/12587665/,"0.627792,50.888931,0.651028,50.904647",0.63941,50.896789,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.6283132651029916,50.88979007515523],[0.6505067348970085,50.88979007515523],[0.6505067348970085,50.903787924844764],[0.6283132651029916,50.903787924844764],[0.6283132651029916,50.88979007515523]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-12638186,12638186,Plot for sale,600000,600000,25160.721,NG34,North Kesteven,"Land Off, Southgate, Sleaford, Lincolnshire, NG34",52.997739,-0.410139,62412519,england:newark-and-sherwood-district-council:62412519,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/12638186/,"-0.411344,52.996990,-0.408934,52.998488",-0.410139,52.997739,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.41132278430417857,52.99702654351437],[-0.4089552156958214,52.99702654351437],[-0.4089552156958214,52.99845145648563],[-0.41132278430417857,52.99845145648563],[-0.41132278430417857,52.99702654351437]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-12652227,12652227,Land for sale,180000,180000,1011.714,EX20 1PW,West Devon,"Mill Road, Okehampton",50.737163,-4.000225,15696243,england:mid-devon-district-council:15696243,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/12652227/,"-4.000468,50.737014,-3.999982,50.737312",-4.000225,50.737163,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-4.00045073823709,50.7370201350523],[-3.9999992617629103,50.7370201350523],[-3.9999992617629103,50.73730586494771],[-4.00045073823709,50.73730586494771],[-4.00045073823709,50.7370201350523]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
