transaction_id,price_paid,sale_date,postcode,property_type,tenure,paon,saon,street,town_city,district,county,address_text,source_name,source_url
{4E75C29D-34C2-8922-E063-4804A8C094D0},415000.00,2021-08-19,SG14 2JD,F,L,28,,BROAD OAK LANE,HERTFORD,EAST HERTFORDSHIRE,HERTFORDSHIRE,"28, BROAD OAK LANE, HERTFORD",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-3542-8922-E063-4804A8C094D0},260000.00,2021-12-14,SG1 6GF,T,F,24,,FAIRFIELD CRESCENT,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,"24, FAIRFIELD CRESCENT, STEVENAGE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-360A-8922-E063-4804A8C094D0},295000.00,2021-03-23,HR9 7WS,D,F,47,,SWALLOW ROAD,ROSS-ON-WYE,HEREFORDSHIRE,HEREFORDSHIRE,"47, SWALLOW ROAD, ROSS-ON-WYE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-360B-8922-E063-4804A8C094D0},370000.00,2021-07-22,HR9 7WQ,D,F,12,,JACOBIN LANE,ROSS-ON-WYE,HEREFORDSHIRE,HEREFORDSHIRE,"12, JACOBIN LANE, ROSS-ON-WYE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-3D7A-8922-E063-4804A8C094D0},329000.00,2021-02-26,SO19 7DG,D,F,10,,PROSPECT ROAD,SOUTHAMPTON,SOUTHAMPTON,SOUTHAMPTON,"10, PROSPECT ROAD, SOUTHAMPTON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-40A5-8922-E063-4804A8C094D0},140000.00,2021-07-09,HU12 0RL,T,F,5,,GREENSHAW LANE,HULL,EAST RIDING OF YORKSHIRE,EAST RIDING OF YORKSHIRE,"5, GREENSHAW LANE, HULL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-420A-8922-E063-4804A8C094D0},40000.00,2021-03-18,DN32 7QL,F,L,HOPE HOUSE,FLAT 8,HOPE STREET,GRIMSBY,NORTH EAST LINCOLNSHIRE,NORTH EAST LINCOLNSHIRE,"HOPE HOUSE, FLAT 8, HOPE STREET, GRIMSBY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-42A3-8922-E063-4804A8C094D0},110000.00,2021-10-10,HU7 0DE,T,F,199,,LEADS ROAD,HULL,CITY OF KINGSTON UPON HULL,CITY OF KINGSTON UPON HULL,"199, LEADS ROAD, HULL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-42CF-8922-E063-4804A8C094D0},172500.00,2021-08-20,HU3 1LF,T,F,110,,SUNNY BANK,HULL,CITY OF KINGSTON UPON HULL,CITY OF KINGSTON UPON HULL,"110, SUNNY BANK, HULL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-4303-8922-E063-4804A8C094D0},340000.00,2021-12-21,DN36 4ZN,D,F,19,,ALBERTROSS DRIVE,GRIMSBY,NORTH EAST LINCOLNSHIRE,NORTH EAST LINCOLNSHIRE,"19, ALBERTROSS DRIVE, GRIMSBY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-4FDE-8922-E063-4804A8C094D0},287500.00,2021-06-30,BL8 1EJ,D,L,9,,CLEADON DRIVE SOUTH,BURY,BURY,GREATER MANCHESTER,"9, CLEADON DRIVE SOUTH, BURY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-570E-8922-E063-4804A8C094D0},237500.00,2021-08-18,BB7 9RA,T,F,61,,BEECH DRIVE,CLITHEROE,RIBBLE VALLEY,LANCASHIRE,"61, BEECH DRIVE, CLITHEROE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-5789-8922-E063-4804A8C094D0},135000.00,2021-09-30,LA1 3TF,F,L,THE RESIDENCE,104 NORTH WING,KERSHAW DRIVE,LANCASTER,LANCASTER,LANCASHIRE,"THE RESIDENCE, 104 NORTH WING, KERSHAW DRIVE, LANCASTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-5800-8922-E063-4804A8C094D0},245000.00,2021-06-30,WN8 8QZ,S,F,34,,BERRY STREET,SKELMERSDALE,WEST LANCASHIRE,LANCASHIRE,"34, BERRY STREET, SKELMERSDALE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-58AE-8922-E063-4804A8C094D0},505000.00,2021-12-17,PR3 5NB,D,F,4,,FULMAR AVENUE,PRESTON,PRESTON,LANCASHIRE,"4, FULMAR AVENUE, PRESTON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-58C7-8922-E063-4804A8C094D0},217000.00,2021-06-18,BB5 5UH,S,F,SYKESIDE FARMHOUSE,,BURNLEY ROAD,ACCRINGTON,HYNDBURN,LANCASHIRE,"SYKESIDE FARMHOUSE, BURNLEY ROAD, ACCRINGTON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-58E7-8922-E063-4804A8C094D0},285000.00,2021-11-26,BB7 2RY,D,F,19,,MOLLAND DRIVE,CLITHEROE,RIBBLE VALLEY,LANCASHIRE,"19, MOLLAND DRIVE, CLITHEROE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-5E40-8922-E063-4804A8C094D0},275000.00,2021-10-28,LN2 2UH,S,F,THE HOLLIES,,CHAPEL WALK,LINCOLN,WEST LINDSEY,LINCOLNSHIRE,"THE HOLLIES, CHAPEL WALK, LINCOLN",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6138-8922-E063-4804A8C094D0},290000.00,2021-11-05,LE2 5YG,S,F,1,,HILL WAY,LEICESTER,OADBY AND WIGSTON,LEICESTERSHIRE,"1, HILL WAY, LEICESTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-64F6-8922-E063-4804A8C094D0},285250.00,2021-07-28,LE5 5LD,S,F,10,,BRIGHTSIDE ROAD,LEICESTER,LEICESTER,LEICESTER,"10, BRIGHTSIDE ROAD, LEICESTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6529-8922-E063-4804A8C094D0},170000.00,2021-12-22,LE19 2DQ,T,F,107,,VICTORIA STREET,LEICESTER,BLABY,LEICESTERSHIRE,"107, VICTORIA STREET, LEICESTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6832-8922-E063-4804A8C094D0},99950.00,2021-11-05,M34 3BB,F,L,107,,HYDE ROAD,MANCHESTER,TAMESIDE,GREATER MANCHESTER,"107, HYDE ROAD, MANCHESTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-684E-8922-E063-4804A8C094D0},168149.00,2021-01-16,M5 4EL,F,L,3,APARTMENT 602,CRAVEN STREET,SALFORD,SALFORD,GREATER MANCHESTER,"3, APARTMENT 602, CRAVEN STREET, SALFORD",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6869-8922-E063-4804A8C094D0},120000.00,2021-11-05,M30 0PB,F,L,13A,,SHAKESPEARE CRESCENT,MANCHESTER,SALFORD,GREATER MANCHESTER,"13A, SHAKESPEARE CRESCENT, MANCHESTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6895-8922-E063-4804A8C094D0},369600.00,2021-11-16,M15 4SA,F,L,2A,FLAT A605,CHESTER ROAD,MANCHESTER,MANCHESTER,GREATER MANCHESTER,"2A, FLAT A605, CHESTER ROAD, MANCHESTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6AE1-8922-E063-4804A8C094D0},235000.00,2021-09-24,CV2 1NJ,S,F,20,,CANBERRA ROAD,COVENTRY,COVENTRY,WEST MIDLANDS,"20, CANBERRA ROAD, COVENTRY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-6AF7-8922-E063-4804A8C094D0},249950.00,2021-07-26,B18 6FE,F,L,"COINPRESS RESIDENCE, 109",APARTMENT 3,WARSTONE LANE,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,"COINPRESS RESIDENCE, 109, APARTMENT 3, WARSTONE LANE, BIRMINGHAM",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-7043-8922-E063-4804A8C094D0},64000.00,2021-08-06,WA10 3PW,F,L,96,,LOWTHER CRESCENT,ST HELENS,ST HELENS,MERSEYSIDE,"96, LOWTHER CRESCENT, ST HELENS",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-7088-8922-E063-4804A8C094D0},145000.00,2021-05-04,L27 4AB,S,F,6,,BRAKEDALE CLOSE,LIVERPOOL,LIVERPOOL,MERSEYSIDE,"6, BRAKEDALE CLOSE, LIVERPOOL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-70CE-8922-E063-4804A8C094D0},60000.00,2021-06-23,L20 4TQ,F,L,STELLA NOVA,APARTMENT 1,WASHINGTON PARADE,BOOTLE,SEFTON,MERSEYSIDE,"STELLA NOVA, APARTMENT 1, WASHINGTON PARADE, BOOTLE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-70F9-8922-E063-4804A8C094D0},145000.00,2021-03-26,L14 8UE,T,F,103,,WIMBORNE ROAD,LIVERPOOL,KNOWSLEY,MERSEYSIDE,"103, WIMBORNE ROAD, LIVERPOOL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-721A-8922-E063-4804A8C094D0},310000.00,2021-08-06,L31 3AB,F,L,"GARSWOOD MANOR, 27",APARTMENT 10,BROOK ROAD,LIVERPOOL,SEFTON,MERSEYSIDE,"GARSWOOD MANOR, 27, APARTMENT 10, BROOK ROAD, LIVERPOOL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-7736-8922-E063-4804A8C094D0},1240000.00,2021-09-29,EN4 8DP,D,F,1,,ALVERSTONE AVENUE,BARNET,BARNET,GREATER LONDON,"1, ALVERSTONE AVENUE, BARNET",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-7D22-8922-E063-4804A8C094D0},350000.00,2021-06-23,NR31 8AR,D,F,42,,LYNN GROVE,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK,"42, LYNN GROVE, GREAT YARMOUTH",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-82F4-8922-E063-4804A8C094D0},140000.00,2021-08-26,NN10 6BY,T,F,82,,SHIRLEY ROAD,RUSHDEN,NORTH NORTHAMPTONSHIRE,NORTH NORTHAMPTONSHIRE,"82, SHIRLEY ROAD, RUSHDEN",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-87F0-8922-E063-4804A8C094D0},130000.00,2021-12-20,NG3 5GR,F,L,MAPPERLEY HEIGHTS,19,PLAINS ROAD,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,"MAPPERLEY HEIGHTS, 19, PLAINS ROAD, NOTTINGHAM",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-8949-8922-E063-4804A8C094D0},80500.00,2021-11-30,NG6 9JP,T,F,36,,BESTWOOD ROAD,NOTTINGHAM,CITY OF NOTTINGHAM,CITY OF NOTTINGHAM,"36, BESTWOOD ROAD, NOTTINGHAM",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-8990-8922-E063-4804A8C094D0},239995.00,2021-03-31,NG24 4FR,S,F,10,,CLOVERFIELD PLACE,NEWARK,NEWARK AND SHERWOOD,NOTTINGHAMSHIRE,"10, CLOVERFIELD PLACE, NEWARK",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-91A3-8922-E063-4804A8C094D0},349950.00,2021-06-18,OX29 0AP,S,F,15,,FURROW CRESCENT,WITNEY,WEST OXFORDSHIRE,OXFORDSHIRE,"15, FURROW CRESCENT, WITNEY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-9A85-8922-E063-4804A8C094D0},202950.00,2021-09-30,ST10 1FT,S,F,5,,MERCIAN WAY,STOKE-ON-TRENT,STAFFORDSHIRE MOORLANDS,STAFFORDSHIRE,"5, MERCIAN WAY, STOKE-ON-TRENT",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-9AA2-8922-E063-4804A8C094D0},115000.00,2021-06-25,B77 4JA,F,F,KINGDOM COURT,FLAT 4,ELLERBECK,TAMWORTH,TAMWORTH,STAFFORDSHIRE,"KINGDOM COURT, FLAT 4, ELLERBECK, TAMWORTH",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-9C8F-8922-E063-4804A8C094D0},370000.00,2021-04-08,SW16 5NY,F,L,106,,PATHFIELD ROAD,LONDON,LAMBETH,GREATER LONDON,"106, PATHFIELD ROAD, LONDON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A04A-8922-E063-4804A8C094D0},247500.00,2021-07-28,DA8 1FS,F,L,"WELL COURT, 25",FLAT 14,ADIT ROAD,ERITH,BEXLEY,GREATER LONDON,"WELL COURT, 25, FLAT 14, ADIT ROAD, ERITH",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A0B3-8922-E063-4804A8C094D0},420000.00,2021-03-10,CR8 1FB,F,L,"ACER HEIGHTS, 80",FLAT 5,RIDDLESDOWN ROAD,PURLEY,CROYDON,GREATER LONDON,"ACER HEIGHTS, 80, FLAT 5, RIDDLESDOWN ROAD, PURLEY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A0DD-8922-E063-4804A8C094D0},280000.00,2021-08-12,DA15 8WW,F,L,71,,ACACIA WAY,SIDCUP,BEXLEY,GREATER LONDON,"71, ACACIA WAY, SIDCUP",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A555-8922-E063-4804A8C094D0},320000.00,2021-01-29,IP6 0QR,D,F,THE COTTAGE,,MAIN ROAD,IPSWICH,IPSWICH,SUFFOLK,"THE COTTAGE, MAIN ROAD, IPSWICH",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A88C-8922-E063-4804A8C094D0},487500.00,2021-03-08,TF3 4TF,D,F,2,,THE COPPICE,TELFORD,WREKIN,WREKIN,"2, THE COPPICE, TELFORD",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A8DA-8922-E063-4804A8C094D0},610000.00,2021-03-08,TF3 4TF,D,F,1,,THE COPPICE,TELFORD,WREKIN,WREKIN,"1, THE COPPICE, TELFORD",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-A949-8922-E063-4804A8C094D0},95000.00,2021-10-27,BA9 9LL,F,L,7 - 8,FLAT 3,MARKET PLACE,WINCANTON,SOMERSET,SOMERSET,"7 - 8, FLAT 3, MARKET PLACE, WINCANTON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-AC2C-8922-E063-4804A8C094D0},712500.00,2021-05-17,TA2 8NP,D,F,2,,SUMMER VIEW,TAUNTON,SOMERSET,SOMERSET,"2, SUMMER VIEW, TAUNTON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-B312-8922-E063-4804A8C094D0},232000.00,2021-03-04,GU10 4TF,F,L,24,,BROAD HA'PENNY,FARNHAM,WAVERLEY,SURREY,"24, BROAD HA'PENNY, FARNHAM",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-BEAD-8922-E063-4804A8C094D0},200000.00,2021-06-30,SE28 8FR,F,L,3,,GREENHAVEN DRIVE,LONDON,GREENWICH,GREATER LONDON,"3, GREENHAVEN DRIVE, LONDON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C188-8922-E063-4804A8C094D0},450000.00,2021-06-30,SE4 1AG,F,L,33,GROUND FLOOR FLAT,EWHURST ROAD,LONDON,LEWISHAM,GREATER LONDON,"33, GROUND FLOOR FLAT, EWHURST ROAD, LONDON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C300-8922-E063-4804A8C094D0},435000.00,2021-10-08,RM6 5QP,T,F,139A,,KINGSTON HILL AVENUE,ROMFORD,BARKING AND DAGENHAM,GREATER LONDON,"139A, KINGSTON HILL AVENUE, ROMFORD",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C37C-8922-E063-4804A8C094D0},535000.00,2021-03-04,IG11 0WX,T,F,10,,HAREBELL TERRACE,BARKING,BARKING AND DAGENHAM,GREATER LONDON,"10, HAREBELL TERRACE, BARKING",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C386-8922-E063-4804A8C094D0},260000.00,2021-08-16,SE9 1EL,F,L,102,,GRANBY ROAD,LONDON,GREENWICH,GREATER LONDON,"102, GRANBY ROAD, LONDON",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C461-8922-E063-4804A8C094D0},540000.00,2021-05-28,CT1 3ZS,S,F,5,,TYLER WALK,CANTERBURY,CANTERBURY,KENT,"5, TYLER WALK, CANTERBURY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C4D1-8922-E063-4804A8C094D0},115000.00,2021-11-19,CT12 6BX,F,L,ELIZABETH KEMP COURT,18,WHITEHALL ROAD,RAMSGATE,THANET,KENT,"ELIZABETH KEMP COURT, 18, WHITEHALL ROAD, RAMSGATE",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-C4DD-8922-E063-4804A8C094D0},465000.00,2021-10-27,DA11 9FL,T,F,19,,MACLURE ROAD,GRAVESEND,GRAVESHAM,KENT,"19, MACLURE ROAD, GRAVESEND",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-CB35-8922-E063-4804A8C094D0},139000.00,2021-06-04,NE26 3SJ,F,L,38A,,ILFRACOMBE GARDENS,WHITLEY BAY,NORTH TYNESIDE,TYNE AND WEAR,"38A, ILFRACOMBE GARDENS, WHITLEY BAY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-CCA9-8922-E063-4804A8C094D0},340000.00,2021-10-01,CF38 1DB,D,F,17,,ST ILLTYDS ROAD,PONTYPRIDD,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,"17, ST ILLTYDS ROAD, PONTYPRIDD",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-CFBB-8922-E063-4804A8C094D0},175000.00,2021-09-21,LL49 9RD,T,F,15,,HIGH STREET,PORTHMADOG,GWYNEDD,GWYNEDD,"15, HIGH STREET, PORTHMADOG",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-D228-8922-E063-4804A8C094D0},272000.00,2021-08-13,SA61 2PS,D,F,21,,HERMITAGE GROVE,HAVERFORDWEST,PEMBROKESHIRE,PEMBROKESHIRE,"21, HERMITAGE GROVE, HAVERFORDWEST",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-D406-8922-E063-4804A8C094D0},121000.00,2021-11-12,B24 9JY,F,L,16,,AVALON CLOSE,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,"16, AVALON CLOSE, BIRMINGHAM",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-D7F7-8922-E063-4804A8C094D0},477500.00,2021-12-09,CV31 2FJ,D,F,1,,O'DONNELL ROAD,LEAMINGTON SPA,WARWICK,WARWICKSHIRE,"1, O'DONNELL ROAD, LEAMINGTON SPA",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-D9DB-8922-E063-4804A8C094D0},310000.00,2021-09-30,B20 1HL,D,F,130,,CRAYTHORNE AVENUE,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,"130, CRAYTHORNE AVENUE, BIRMINGHAM",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-DC4B-8922-E063-4804A8C094D0},70000.00,2021-11-17,WS8 6HA,F,L,7,,SILVERCOURT,WALSALL,WALSALL,WEST MIDLANDS,"7, SILVERCOURT, WALSALL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-E18C-8922-E063-4804A8C094D0},295000.00,2021-11-12,DY10 3FF,D,F,1,,ACORN ROAD,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,"1, ACORN ROAD, KIDDERMINSTER",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-E697-8922-E063-4804A8C094D0},333500.00,2021-11-30,BN18 0XJ,S,F,53,,CHARLES SQUARE,ARUNDEL,ARUN,WEST SUSSEX,"53, CHARLES SQUARE, ARUNDEL",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
{4E75C29D-F259-8922-E063-4804A8C094D0},700000.00,2021-09-16,LS29 8TS,D,F,13,,WHEATLEY ROAD,ILKLEY,BRADFORD,WEST YORKSHIRE,"13, WHEATLEY ROAD, ILKLEY",hmlr_price_paid,https://price-paid-data.publicdata.landregistry.gov.uk/pp-monthly-update-new-version.csv
